attempt_id,user_id,session_id,attempted_at_utc,exercise_id,concept,mode,answer_type,difficulty,data_source,is_correct,response_time_ms,attempt_number
00000000-0000-0000-0000-000000000008-117,00000000-0000-0000-0000-000000000008,s-8-12,2026-09-15T13:34:41.779841+00:00,pd-001,PremiumDiscount,recognition,choice,1,constructed,1,12821,1
00000000-0000-0000-0000-000000000008-118,00000000-0000-0000-0000-000000000008,s-8-12,2026-09-15T13:34:53.081348+00:00,ifvg-005,IFVG,recognition,zone,3,constructed,1,6301,1
00000000-0000-0000-0000-000000000008-119,00000000-0000-0000-0000-000000000008,s-8-12,2026-09-15T13:35:07.092044+00:00,fvg-resp-005,FVG,recognition,choice,3,constructed,1,9010,1
00000000-0000-0000-0000-000000000008-120,00000000-0000-0000-0000-000000000008,s-8-13,2026-09-16T22:40:19.188065+00:00,real-liq-005,Liquidity,recognition,level,2,real,0,25401,1
00000000-0000-0000-0000-000000000009-0,00000000-0000-0000-0000-000000000009,s-9-1,2026-09-02T01:31:41.759853+00:00,pd-004,PremiumDiscount,recognition,choice,2,constructed,1,23168,1
00000000-0000-0000-0000-000000000009-1,00000000-0000-0000-0000-000000000009,s-9-1,2026-09-02T01:31:59.175408+00:00,ifvg-resp-003,IFVG,recognition,choice,2,constructed,1,12415,1
00000000-0000-0000-0000-000000000009-2,00000000-0000-0000-0000-000000000009,s-9-1,2026-09-02T01:32:11.096984+00:00,ifvg-resp-002,IFVG,recognition,choice,2,constructed,0,6921,1
00000000-0000-0000-0000-000000000009-3,00000000-0000-0000-0000-000000000009,s-9-1,2026-09-02T01:32:40.665264+00:00,real-fvg-005,FVG,recognition,zone,2,real,0,24568,1
00000000-0000-0000-0000-000000000009-4,00000000-0000-0000-0000-000000000009,s-9-1,2026-09-02T01:33:16.498013+00:00,tliq-005,TimeLiquidity,recognition,level,3,constructed,1,30832,1
00000000-0000-0000-0000-000000000009-5,00000000-0000-0000-0000-000000000009,s-9-1,2026-09-02T01:33:35.193960+00:00,ifvg-003,IFVG,recognition,zone,3,constructed,1,13695,1
00000000-0000-0000-0000-000000000009-6,00000000-0000-0000-0000-000000000009,s-9-1,2026-09-02T01:33:44.358828+00:00,ifvg-resp-004,IFVG,recognition,choice,2,constructed,1,4164,1
00000000-0000-0000-0000-000000000009-7,00000000-0000-0000-0000-000000000009,s-9-1,2026-09-02T01:34:23.018995+00:00,ob-004,OrderBlock,recognition,zone,2,constructed,1,33660,1
00000000-0000-0000-0000-000000000009-8,00000000-0000-0000-0000-000000000009,s-9-1,2026-09-02T01:35:01.675373+00:00,real-mss-008,MSS,recognition,level,1,real,0,33656,1
00000000-0000-0000-0000-000000000009-9,00000000-0000-0000-0000-000000000009,s-9-1,2026-09-02T01:35:34.075988+00:00,real-fvg-003,FVG,recognition,zone,3,real,1,27400,1
00000000-0000-0000-0000-000000000009-10,00000000-0000-0000-0000-000000000009,s-9-2,2026-09-03T09:27:37.497341+00:00,real-fvg-002,FVG,recognition,zone,2,real,1,8424,1
00000000-0000-0000-0000-000000000009-11,00000000-0000-0000-0000-000000000009,s-9-2,2026-09-03T09:28:06.705732+00:00,ifvg-002,IFVG,recognition,zone,1,constructed,0,24208,1
00000000-0000-0000-0000-000000000009-12,00000000-0000-0000-0000-000000000009,s-9-2,2026-09-03T09:28:27.759089+00:00,tliq-004,TimeLiquidity,recognition,level,2,constructed,1,16053,1
00000000-0000-0000-0000-000000000009-13,00000000-0000-0000-0000-000000000009,s-9-2,2026-09-03T09:28:56.959576+00:00,liq-005,Liquidity,recognition,level,3,constructed,0,24200,1
00000000-0000-0000-0000-000000000009-14,00000000-0000-0000-0000-000000000009,s-9-2,2026-09-03T09:29:39.419439+00:00,real-mss-006,MSS,recognition,level,3,real,1,37459,1
00000000-0000-0000-0000-000000000009-15,00000000-0000-0000-0000-000000000009,s-9-2,2026-09-03T09:30:10.169103+00:00,liq-005,Liquidity,recognition,level,3,constructed,0,25749,1
00000000-0000-0000-0000-000000000009-16,00000000-0000-0000-0000-000000000009,s-9-2,2026-09-03T09:30:58.746566+00:00,ifvg-resp-004,IFVG,recognition,choice,2,constructed,1,43577,1
00000000-0000-0000-0000-000000000009-17,00000000-0000-0000-0000-000000000009,s-9-2,2026-09-03T09:31:16.266088+00:00,fvg-resp-004,FVG,recognition,choice,2,constructed,1,12519,1
00000000-0000-0000-0000-000000000009-18,00000000-0000-0000-0000-000000000009,s-9-2,2026-09-03T09:31:40.180925+00:00,tliq-002,TimeLiquidity,recognition,level,2,constructed,0,18914,1
00000000-0000-0000-0000-000000000009-19,00000000-0000-0000-0000-000000000009,s-9-2,2026-09-03T09:32:06.521415+00:00,real-fvg-002,FVG,recognition,zone,2,real,1,21340,1
00000000-0000-0000-0000-000000000009-20,00000000-0000-0000-0000-000000000009,s-9-3,2026-09-03T22:53:00.207323+00:00,pd-001,PremiumDiscount,recognition,choice,1,constructed,1,3931,1
00000000-0000-0000-0000-000000000009-21,00000000-0000-0000-0000-000000000009,s-9-3,2026-09-03T22:53:18.875952+00:00,real-mss-008,MSS,recognition,level,1,real,0,13668,1
00000000-0000-0000-0000-000000000009-22,00000000-0000-0000-0000-000000000009,s-9-3,2026-09-03T22:53:39.827446+00:00,real-mss-007,MSS,recognition,level,1,real,0,15951,1
00000000-0000-0000-0000-000000000009-23,00000000-0000-0000-0000-000000000009,s-9-3,2026-09-03T22:53:58.445971+00:00,tliq-003,TimeLiquidity,recognition,level,1,constructed,1,13618,1
00000000-0000-0000-0000-000000000009-24,00000000-0000-0000-0000-000000000009,s-9-3,2026-09-03T22:54:14.495062+00:00,fvg-005,FVG,recognition,zone,3,constructed,1,11049,1
00000000-0000-0000-0000-000000000009-25,00000000-0000-0000-0000-000000000009,s-9-3,2026-09-03T22:54:27.364607+00:00,ifvg-001,IFVG,recognition,zone,1,constructed,0,7869,1
00000000-0000-0000-0000-000000000009-26,00000000-0000-0000-0000-000000000009,s-9-3,2026-09-03T22:54:41.591243+00:00,tliq-003,TimeLiquidity,recognition,level,1,constructed,1,9226,1
00000000-0000-0000-0000-000000000009-27,00000000-0000-0000-0000-000000000009,s-9-3,2026-09-03T22:54:56.449137+00:00,fvg-resp-001,FVG,recognition,choice,1,constructed,1,9857,1
00000000-0000-0000-0000-000000000009-28,00000000-0000-0000-0000-000000000009,s-9-3,2026-09-03T22:55:14.316239+00:00,mss-001,MSS,recognition,level,1,constructed,1,12867,1
00000000-0000-0000-0000-000000000009-29,00000000-0000-0000-0000-000000000009,s-9-3,2026-09-03T22:55:32.405277+00:00,real-fvg-009,FVG,recognition,zone,3,real,1,13089,1
00000000-0000-0000-0000-000000000009-30,00000000-0000-0000-0000-000000000009,s-9-4,2026-09-05T06:52:55.095750+00:00,ifvg-005,IFVG,recognition,zone,3,constructed,1,9596,1
00000000-0000-0000-0000-000000000009-31,00000000-0000-0000-0000-000000000009,s-9-4,2026-09-05T06:53:22.544742+00:00,tliq-003,TimeLiquidity,recognition,level,1,constructed,1,22448,1
00000000-0000-0000-0000-000000000009-32,00000000-0000-0000-0000-000000000009,s-9-4,2026-09-05T06:53:36.964544+00:00,ob-004,OrderBlock,recognition,zone,2,constructed,0,9419,1
00000000-0000-0000-0000-000000000009-33,00000000-0000-0000-0000-000000000009,s-9-4,2026-09-05T06:53:56.533843+00:00,real-mss-004,MSS,recognition,level,1,real,0,14569,1
00000000-0000-0000-0000-000000000009-34,00000000-0000-0000-0000-000000000009,s-9-4,2026-09-05T06:54:18.663025+00:00,real-mss-004,MSS,recognition,level,1,real,1,17129,1
00000000-0000-0000-0000-000000000009-35,00000000-0000-0000-0000-000000000009,s-9-4,2026-09-05T06:54:37.337199+00:00,tliq-003,TimeLiquidity,recognition,level,1,constructed,1,13674,1
00000000-0000-0000-0000-000000000009-36,00000000-0000-0000-0000-000000000009,s-9-4,2026-09-05T06:55:03.375912+00:00,fvg-003,FVG,recognition,zone,2,constructed,1,21038,1
00000000-0000-0000-0000-000000000009-37,00000000-0000-0000-0000-000000000009,s-9-4,2026-09-05T06:55:16.574773+00:00,ob-002,OrderBlock,recognition,zone,1,constructed,1,8198,1
00000000-0000-0000-0000-000000000009-38,00000000-0000-0000-0000-000000000009,s-9-4,2026-09-05T06:55:35.806473+00:00,fvg-resp-005,FVG,recognition,choice,3,constructed,1,14231,1
00000000-0000-0000-0000-000000000009-39,00000000-0000-0000-0000-000000000009,s-9-4,2026-09-05T06:56:02.747911+00:00,real-liq-004,Liquidity,recognition,level,1,real,0,21941,1
00000000-0000-0000-0000-000000000009-40,00000000-0000-0000-0000-000000000009,s-9-5,2026-09-06T05:30:00.026875+00:00,ob-002,OrderBlock,recognition,zone,1,constructed,1,18543,1
00000000-0000-0000-0000-000000000009-41,00000000-0000-0000-0000-000000000009,s-9-5,2026-09-06T05:30:18.084882+00:00,ifvg-resp-003,IFVG,recognition,choice,2,constructed,1,13058,1
00000000-0000-0000-0000-000000000009-42,00000000-0000-0000-0000-000000000009,s-9-5,2026-09-06T05:30:36.715548+00:00,fvg-001,FVG,recognition,zone,1,constructed,1,13630,1
00000000-0000-0000-0000-000000000009-43,00000000-0000-0000-0000-000000000009,s-9-5,2026-09-06T05:30:58.237655+00:00,mss-003,MSS,recognition,level,3,constructed,1,16522,1
00000000-0000-0000-0000-000000000009-44,00000000-0000-0000-0000-000000000009,s-9-5,2026-09-06T05:31:22.822750+00:00,fvg-resp-004,FVG,recognition,choice,2,constructed,1,19585,1
00000000-0000-0000-0000-000000000009-45,00000000-0000-0000-0000-000000000009,s-9-5,2026-09-06T05:31:38.526387+00:00,real-mss-008,MSS,recognition,level,1,real,1,10703,1
00000000-0000-0000-0000-000000000009-46,00000000-0000-0000-0000-000000000009,s-9-5,2026-09-06T05:31:57.437110+00:00,liq-003,Liquidity,recognition,level,2,constructed,0,13910,1
00000000-0000-0000-0000-000000000009-47,00000000-0000-0000-0000-000000000009,s-9-5,2026-09-06T05:32:09.549061+00:00,mss-004,MSS,recognition,level,2,constructed,1,7111,1
00000000-0000-0000-0000-000000000009-48,00000000-0000-0000-0000-000000000009,s-9-5,2026-09-06T05:32:35.724777+00:00,liq-004,Liquidity,recognition,level,2,constructed,0,21175,1
00000000-0000-0000-0000-000000000009-49,00000000-0000-0000-0000-000000000009,s-9-5,2026-09-06T05:32:55.347936+00:00,ifvg-resp-005,IFVG,recognition,choice,3,constructed,1,14623,1
00000000-0000-0000-0000-000000000009-50,00000000-0000-0000-0000-000000000009,s-9-6,2026-09-07T15:29:37.351607+00:00,tliq-004,TimeLiquidity,recognition,level,2,constructed,1,10761,1
00000000-0000-0000-0000-000000000009-51,00000000-0000-0000-0000-000000000009,s-9-6,2026-09-07T15:29:54.505599+00:00,fvg-004,FVG,recognition,zone,2,constructed,1,12153,1
00000000-0000-0000-0000-000000000009-52,00000000-0000-0000-0000-000000000009,s-9-6,2026-09-07T15:30:12.652086+00:00,ob-002,OrderBlock,recognition,zone,1,constructed,1,13146,1
00000000-0000-0000-0000-000000000009-53,00000000-0000-0000-0000-000000000009,s-9-6,2026-09-07T15:30:31.953617+00:00,ob-004,OrderBlock,recognition,zone,2,constructed,1,14301,1
00000000-0000-0000-0000-000000000009-54,00000000-0000-0000-0000-000000000009,s-9-6,2026-09-07T15:30:50.191707+00:00,real-liq-009,Liquidity,recognition,level,3,real,0,13238,1
00000000-0000-0000-0000-000000000009-55,00000000-0000-0000-0000-000000000009,s-9-6,2026-09-07T15:31:19.560536+00:00,real-liq-002,Liquidity,recognition,level,2,real,0,24368,1
00000000-0000-0000-0000-000000000009-56,00000000-0000-0000-0000-000000000009,s-9-6,2026-09-07T15:31:34.115913+00:00,ob-002,OrderBlock,recognition,zone,1,constructed,1,9555,1
00000000-0000-0000-0000-000000000009-57,00000000-0000-0000-0000-000000000009,s-9-6,2026-09-07T15:31:48.300647+00:00,real-fvg-007,FVG,recognition,zone,1,real,1,9184,1
00000000-0000-0000-0000-000000000009-58,00000000-0000-0000-0000-000000000009,s-9-6,2026-09-07T15:31:59.764863+00:00,mss-002,MSS,recognition,level,1,constructed,1,6464,1
00000000-0000-0000-0000-000000000009-59,00000000-0000-0000-0000-000000000009,s-9-6,2026-09-07T15:32:20.979482+00:00,liq-002,Liquidity,recognition,level,1,constructed,1,16214,1
00000000-0000-0000-0000-000000000009-60,00000000-0000-0000-0000-000000000009,s-9-7,2026-09-08T08:44:43.470319+00:00,real-liq-006,Liquidity,recognition,level,3,real,1,19922,1
00000000-0000-0000-0000-000000000009-61,00000000-0000-0000-0000-000000000009,s-9-7,2026-09-08T08:45:06.197828+00:00,pd-001,PremiumDiscount,recognition,choice,1,constructed,1,17727,1
00000000-0000-0000-0000-000000000009-62,00000000-0000-0000-0000-000000000009,s-9-7,2026-09-08T08:45:17.989171+00:00,real-mss-005,MSS,recognition,level,2,real,0,6791,1
00000000-0000-0000-0000-000000000009-63,00000000-0000-0000-0000-000000000009,s-9-7,2026-09-08T08:45:30.266794+00:00,real-fvg-010,FVG,recognition,zone,1,real,1,7277,1
00000000-0000-0000-0000-000000000009-64,00000000-0000-0000-0000-000000000009,s-9-7,2026-09-08T08:45:50.959626+00:00,real-mss-008,MSS,recognition,level,1,real,0,15692,1
00000000-0000-0000-0000-000000000009-65,00000000-0000-0000-0000-000000000009,s-9-7,2026-09-08T08:46:29.973448+00:00,tliq-004,TimeLiquidity,recognition,level,2,constructed,1,34013,1
00000000-0000-0000-0000-000000000009-66,00000000-0000-0000-0000-000000000009,s-9-7,2026-09-08T08:46:56.562865+00:00,real-fvg-008,FVG,recognition,zone,2,real,1,21589,1
00000000-0000-0000-0000-000000000009-67,00000000-0000-0000-0000-000000000009,s-9-7,2026-09-08T08:47:32.626538+00:00,real-liq-006,Liquidity,recognition,level,3,real,1,31063,1
00000000-0000-0000-0000-000000000009-68,00000000-0000-0000-0000-000000000009,s-9-7,2026-09-08T08:47:47.692837+00:00,real-liq-002,Liquidity,recognition,level,2,real,1,10066,1
00000000-0000-0000-0000-000000000009-69,00000000-0000-0000-0000-000000000009,s-9-7,2026-09-08T08:48:05.366001+00:00,real-liq-009,Liquidity,recognition,level,3,real,1,12673,1
00000000-0000-0000-0000-000000000009-70,00000000-0000-0000-0000-000000000009,s-9-8,2026-09-09T10:29:59.758957+00:00,real-fvg-004,FVG,recognition,zone,3,real,1,14686,1
00000000-0000-0000-0000-000000000009-71,00000000-0000-0000-0000-000000000009,s-9-8,2026-09-09T10:30:18.949255+00:00,real-mss-004,MSS,recognition,level,1,real,0,14190,1
00000000-0000-0000-0000-000000000009-72,00000000-0000-0000-0000-000000000009,s-9-8,2026-09-09T10:30:43.407849+00:00,ifvg-resp-005,IFVG,recognition,choice,3,constructed,0,19458,1
00000000-0000-0000-0000-000000000009-73,00000000-0000-0000-0000-000000000009,s-9-8,2026-09-09T10:30:54.466905+00:00,tliq-002,TimeLiquidity,recognition,level,2,constructed,1,6059,1
00000000-0000-0000-0000-000000000009-74,00000000-0000-0000-0000-000000000009,s-9-8,2026-09-09T10:31:07.894293+00:00,real-mss-002,MSS,recognition,level,2,real,0,8427,1
00000000-0000-0000-0000-000000000009-75,00000000-0000-0000-0000-000000000009,s-9-8,2026-09-09T10:31:23.205283+00:00,ob-002,OrderBlock,recognition,zone,1,constructed,1,10310,1
00000000-0000-0000-0000-000000000009-76,00000000-0000-0000-0000-000000000009,s-9-8,2026-09-09T10:31:36.316532+00:00,real-liq-010,Liquidity,recognition,level,1,real,1,8111,1
00000000-0000-0000-0000-000000000009-77,00000000-0000-0000-0000-000000000009,s-9-8,2026-09-09T10:32:01.676335+00:00,ob-001,OrderBlock,recognition,zone,1,constructed,0,20359,1
00000000-0000-0000-0000-000000000009-78,00000000-0000-0000-0000-000000000009,s-9-8,2026-09-09T10:32:32.515062+00:00,pd-001,PremiumDiscount,recognition,choice,1,constructed,1,25838,1
00000000-0000-0000-0000-000000000009-79,00000000-0000-0000-0000-000000000009,s-9-8,2026-09-09T10:33:06.969995+00:00,fvg-002,FVG,recognition,zone,1,constructed,1,29454,1
00000000-0000-0000-0000-000000000009-80,00000000-0000-0000-0000-000000000009,s-9-9,2026-09-10T04:26:05.128809+00:00,real-fvg-009,FVG,recognition,zone,3,real,0,10653,1
00000000-0000-0000-0000-000000000009-81,00000000-0000-0000-0000-000000000009,s-9-9,2026-09-10T04:26:47.082526+00:00,tliq-003,TimeLiquidity,recognition,level,1,constructed,1,36953,1
00000000-0000-0000-0000-000000000009-82,00000000-0000-0000-0000-000000000009,s-9-9,2026-09-10T04:27:35.228702+00:00,pd-002,PremiumDiscount,recognition,choice,1,constructed,1,43146,1
00000000-0000-0000-0000-000000000009-83,00000000-0000-0000-0000-000000000009,s-9-9,2026-09-10T04:27:58.404722+00:00,real-liq-002,Liquidity,recognition,level,2,real,1,18176,1
00000000-0000-0000-0000-000000000009-84,00000000-0000-0000-0000-000000000009,s-9-9,2026-09-10T04:28:21.120877+00:00,fvg-004,FVG,recognition,zone,2,constructed,1,17716,1
00000000-0000-0000-0000-000000000009-85,00000000-0000-0000-0000-000000000009,s-9-9,2026-09-10T04:28:32.742407+00:00,fvg-resp-002,FVG,recognition,choice,1,constructed,1,6621,1
00000000-0000-0000-0000-000000000009-86,00000000-0000-0000-0000-000000000009,s-9-9,2026-09-10T04:28:53.024913+00:00,mss-004,MSS,recognition,level,2,constructed,1,15282,1
00000000-0000-0000-0000-000000000009-87,00000000-0000-0000-0000-000000000009,s-9-9,2026-09-10T04:29:25.301751+00:00,real-liq-006,Liquidity,recognition,level,3,real,1,27276,1
00000000-0000-0000-0000-000000000009-88,00000000-0000-0000-0000-000000000009,s-9-9,2026-09-10T04:29:51.429070+00:00,liq-005,Liquidity,recognition,level,3,constructed,1,21127,1
00000000-0000-0000-0000-000000000009-89,00000000-0000-0000-0000-000000000009,s-9-9,2026-09-10T04:30:15.466594+00:00,real-fvg-009,FVG,recognition,zone,3,real,1,19037,1
00000000-0000-0000-0000-000000000009-90,00000000-0000-0000-0000-000000000009,s-9-10,2026-09-10T23:57:42.608850+00:00,ifvg-003,IFVG,recognition,zone,3,constructed,1,14899,1
00000000-0000-0000-0000-000000000009-91,00000000-0000-0000-0000-000000000009,s-9-10,2026-09-10T23:58:05.634973+00:00,real-fvg-007,FVG,recognition,zone,1,real,1,18026,1
00000000-0000-0000-0000-000000000009-92,00000000-0000-0000-0000-000000000009,s-9-10,2026-09-10T23:58:20.061621+00:00,ifvg-resp-003,IFVG,recognition,choice,2,constructed,1,9426,1
00000000-0000-0000-0000-000000000009-93,00000000-0000-0000-0000-000000000009,s-9-10,2026-09-10T23:58:36.101399+00:00,pd-003,PremiumDiscount,recognition,choice,2,constructed,1,11039,1
00000000-0000-0000-0000-000000000009-94,00000000-0000-0000-0000-000000000009,s-9-10,2026-09-10T23:59:02.194953+00:00,mss-002,MSS,recognition,level,1,constructed,1,21093,1
00000000-0000-0000-0000-000000000009-95,00000000-0000-0000-0000-000000000009,s-9-10,2026-09-10T23:59:15.832902+00:00,ifvg-004,IFVG,recognition,zone,2,constructed,1,8637,1
00000000-0000-0000-0000-000000000009-96,00000000-0000-0000-0000-000000000009,s-9-10,2026-09-10T23:59:38.758369+00:00,real-fvg-006,FVG,recognition,zone,3,real,1,17925,1
00000000-0000-0000-0000-000000000009-97,00000000-0000-0000-0000-000000000009,s-9-10,2026-09-11T00:00:16.177894+00:00,real-fvg-001,FVG,recognition,zone,1,real,0,32419,1
00000000-0000-0000-0000-000000000009-98,00000000-0000-0000-0000-000000000009,s-9-10,2026-09-11T00:00:27.752798+00:00,liq-005,Liquidity,recognition,level,3,constructed,1,6574,1
00000000-0000-0000-0000-000000000009-99,00000000-0000-0000-0000-000000000009,s-9-10,2026-09-11T00:00:45.119871+00:00,real-liq-003,Liquidity,recognition,level,3,real,1,12367,1
00000000-0000-0000-0000-000000000009-100,00000000-0000-0000-0000-000000000009,s-9-11,2026-09-12T12:19:51.210697+00:00,tliq-002,TimeLiquidity,recognition,level,2,constructed,1,20961,1
00000000-0000-0000-0000-000000000009-101,00000000-0000-0000-0000-000000000009,s-9-11,2026-09-12T12:20:37.343087+00:00,pd-004,PremiumDiscount,recognition,choice,2,constructed,1,41132,1
00000000-0000-0000-0000-000000000009-102,00000000-0000-0000-0000-000000000009,s-9-11,2026-09-12T12:21:09.031879+00:00,mss-003,MSS,recognition,level,3,constructed,1,26688,1
00000000-0000-0000-0000-000000000009-103,00000000-0000-0000-0000-000000000009,s-9-11,2026-09-12T12:21:27.218541+00:00,ifvg-resp-005,IFVG,recognition,choice,3,constructed,1,13186,1
00000000-0000-0000-0000-000000000009-104,00000000-0000-0000-0000-000000000009,s-9-11,2026-09-12T12:21:46.217636+00:00,ifvg-resp-003,IFVG,recognition,choice,2,constructed,1,13999,1
00000000-0000-0000-0000-000000000009-105,00000000-0000-0000-0000-000000000009,s-9-11,2026-09-12T12:22:02.348331+00:00,fvg-004,FVG,recognition,zone,2,constructed,1,11130,1
00000000-0000-0000-0000-000000000009-106,00000000-0000-0000-0000-000000000009,s-9-11,2026-09-12T12:22:30.451283+00:00,real-mss-008,MSS,recognition,level,1,real,0,23102,1
00000000-0000-0000-0000-000000000009-107,00000000-0000-0000-0000-000000000009,s-9-11,2026-09-12T12:22:54.641011+00:00,ob-003,OrderBlock,recognition,zone,2,constructed,1,19189,1
00000000-0000-0000-0000-000000000009-108,00000000-0000-0000-0000-000000000009,s-9-11,2026-09-12T12:23:10.391799+00:00,fvg-resp-001,FVG,recognition,choice,1,constructed,1,10750,1
00000000-0000-0000-0000-000000000009-109,00000000-0000-0000-0000-000000000009,s-9-11,2026-09-12T12:23:25.982543+00:00,fvg-resp-005,FVG,recognition,choice,3,constructed,1,10590,1
00000000-0000-0000-0000-000000000009-110,00000000-0000-0000-0000-000000000009,s-9-12,2026-09-13T02:22:37.900835+00:00,ifvg-005,IFVG,recognition,zone,3,constructed,1,18869,1
00000000-0000-0000-0000-000000000009-111,00000000-0000-0000-0000-000000000009,s-9-12,2026-09-13T02:22:56.163217+00:00,real-fvg-004,FVG,recognition,zone,3,real,1,13262,1
00000000-0000-0000-0000-000000000009-112,00000000-0000-0000-0000-000000000009,s-9-12,2026-09-13T02:23:13.398534+00:00,pd-003,PremiumDiscount,recognition,choice,2,constructed,1,12235,1
00000000-0000-0000-0000-000000000009-113,00000000-0000-0000-0000-000000000009,s-9-12,2026-09-13T02:23:34.356992+00:00,mss-005,MSS,recognition,level,2,constructed,1,15958,1
00000000-0000-0000-0000-000000000009-114,00000000-0000-0000-0000-000000000009,s-9-12,2026-09-13T02:23:53.916717+00:00,real-liq-007,Liquidity,recognition,level,1,real,1,14559,1
00000000-0000-0000-0000-000000000009-115,00000000-0000-0000-0000-000000000009,s-9-12,2026-09-13T02:24:11.608097+00:00,ifvg-resp-002,IFVG,recognition,choice,2,constructed,1,12691,1
00000000-0000-0000-0000-000000000009-116,00000000-0000-0000-0000-000000000009,s-9-12,2026-09-13T02:24:26.115220+00:00,tliq-004,TimeLiquidity,recognition,level,2,constructed,1,9507,1
00000000-0000-0000-0000-000000000009-117,00000000-0000-0000-0000-000000000009,s-9-12,2026-09-13T02:24:49.963253+00:00,real-liq-010,Liquidity,recognition,level,1,real,1,18848,1
00000000-0000-0000-0000-000000000009-118,00000000-0000-0000-0000-000000000009,s-9-12,2026-09-13T02:25:06.882259+00:00,real-mss-002,MSS,recognition,level,2,real,1,11919,1
00000000-0000-0000-0000-000000000009-119,00000000-0000-0000-0000-000000000009,s-9-12,2026-09-13T02:25:33.954500+00:00,ob-005,OrderBlock,recognition,zone,3,constructed,1,22072,1
00000000-0000-0000-0000-000000000009-120,00000000-0000-0000-0000-000000000009,s-9-13,2026-09-13T14:45:41.225375+00:00,real-mss-007,MSS,recognition,level,1,real,1,5569,1
00000000-0000-0000-0000-000000000009-121,00000000-0000-0000-0000-000000000009,s-9-13,2026-09-13T14:45:55.851073+00:00,real-liq-004,Liquidity,recognition,level,1,real,1,9625,1
00000000-0000-0000-0000-000000000009-122,00000000-0000-0000-0000-000000000009,s-9-13,2026-09-13T14:46:21.777746+00:00,ob-005,OrderBlock,recognition,zone,3,constructed,1,20926,1
00000000-0000-0000-0000-000000000009-123,00000000-0000-0000-0000-000000000009,s-9-13,2026-09-13T14:46:37.890019+00:00,ifvg-resp-005,IFVG,recognition,choice,3,constructed,1,11112,1
00000000-0000-0000-0000-000000000009-124,00000000-0000-0000-0000-000000000009,s-9-13,2026-09-13T14:47:01.005556+00:00,fvg-001,FVG,recognition,zone,1,constructed,1,18115,1
00000000-0000-0000-0000-000000000009-125,00000000-0000-0000-0000-000000000009,s-9-13,2026-09-13T14:47:16.182954+00:00,real-mss-007,MSS,recognition,level,1,real,0,10177,1
00000000-0000-0000-0000-000000000009-126,00000000-0000-0000-0000-000000000009,s-9-13,2026-09-13T14:47:34.948092+00:00,ob-001,OrderBlock,recognition,zone,1,constructed,0,13765,1
00000000-0000-0000-0000-000000000009-127,00000000-0000-0000-0000-000000000009,s-9-13,2026-09-13T14:48:00.643380+00:00,fvg-002,FVG,recognition,zone,1,constructed,1,20695,1
00000000-0000-0000-0000-000000000009-128,00000000-0000-0000-0000-000000000009,s-9-13,2026-09-13T14:48:23.644269+00:00,real-fvg-001,FVG,recognition,zone,1,real,1,18000,1
00000000-0000-0000-0000-000000000009-129,00000000-0000-0000-0000-000000000009,s-9-13,2026-09-13T14:48:41.237615+00:00,tliq-004,TimeLiquidity,recognition,level,2,constructed,1,12593,1
00000000-0000-0000-0000-000000000009-130,00000000-0000-0000-0000-000000000009,s-9-14,2026-09-15T03:36:21.982219+00:00,real-mss-001,MSS,recognition,level,1,real,0,22472,1
00000000-0000-0000-0000-000000000009-131,00000000-0000-0000-0000-000000000009,s-9-14,2026-09-15T03:36:41.592925+00:00,tliq-001,TimeLiquidity,recognition,level,1,constructed,1,14610,1
00000000-0000-0000-0000-000000000009-132,00000000-0000-0000-0000-000000000009,s-9-14,2026-09-15T03:36:59.591789+00:00,real-liq-001,Liquidity,recognition,level,1,real,0,12998,1
00000000-0000-0000-0000-000000000009-133,00000000-0000-0000-0000-000000000009,s-9-14,2026-09-15T03:37:33.772191+00:00,tliq-002,TimeLiquidity,recognition,level,2,constructed,1,29180,1
00000000-0000-0000-0000-000000000009-134,00000000-0000-0000-0000-000000000009,s-9-14,2026-09-15T03:37:54.880030+00:00,tliq-005,TimeLiquidity,recognition,level,3,constructed,0,16107,1
00000000-0000-0000-0000-000000000009-135,00000000-0000-0000-0000-000000000009,s-9-14,2026-09-15T03:38:07.729738+00:00,real-fvg-006,FVG,recognition,zone,3,real,1,7849,1
00000000-0000-0000-0000-000000000009-136,00000000-0000-0000-0000-000000000009,s-9-14,2026-09-15T03:38:23.441996+00:00,ifvg-002,IFVG,recognition,zone,1,constructed,1,10712,1
00000000-0000-0000-0000-000000000009-137,00000000-0000-0000-0000-000000000009,s-9-14,2026-09-15T03:38:36.318304+00:00,fvg-resp-005,FVG,recognition,choice,3,constructed,1,7876,1
00000000-0000-0000-0000-000000000009-138,00000000-0000-0000-0000-000000000009,s-9-14,2026-09-15T03:38:56.352912+00:00,ifvg-005,IFVG,recognition,zone,3,constructed,0,15034,1
00000000-0000-0000-0000-000000000009-139,00000000-0000-0000-0000-000000000009,s-9-14,2026-09-15T03:39:27.558159+00:00,pd-002,PremiumDiscount,recognition,choice,1,constructed,1,26205,1
00000000-0000-0000-0000-000000000010-0,00000000-0000-0000-0000-000000000010,s-10-1,2026-09-03T16:20:56.912576+00:00,ob-002,OrderBlock,recognition,zone,1,constructed,1,23806,1
00000000-0000-0000-0000-000000000010-1,00000000-0000-0000-0000-000000000010,s-10-1,2026-09-03T16:21:11.652344+00:00,real-mss-003,MSS,recognition,level,3,real,1,9739,1
